GO term	GO size	Size pivot	GO name	CI quantile (GO)	CI quantile (17k random)	Number of random subsets
GO:0006520	28	32	cellular amino acid metabolic process	0.331023454158	0.296266044341	8570
GO:0006378	29	32	mRNA polyadenylation	0.298045602606	0.296266044341	8570
GO:0001580	33	32	detection of chemical stimulus involved in sensory perception of bitter taste	0.208281829419	0.296266044341	8570
GO:0043325	23	32	phosphatidylinositol-3,4-bisphosphate binding	0.47871333964	0.296266044341	8570
GO:0030170	48	64	pyridoxal phosphate binding	0.512882447665	0.296296296296	4590
GO:0008088	4	4	axo-dendritic transport	0.284122179417	0.302641401091	34830
GO:0097629	3	4	extrinsic component of omegasome membrane	0.316903914591	0.302641401091	34830
GO:0071895	3	4	odontoblast differentiation	0.316903914591	0.302641401091	34830
GO:2001268	5	4	negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	0.16219204043	0.302641401091	34830
GO:0035886	3	4	vascular smooth muscle cell differentiation	0.316903914591	0.302641401091	34830
GO:2000002	4	4	negative regulation of DNA damage checkpoint	0.284122179417	0.302641401091	34830
GO:0005087	4	4	Ran guanyl-nucleotide exchange factor activity	0.284122179417	0.302641401091	34830
GO:0030240	5	4	skeletal muscle thin filament assembly	0.16219204043	0.302641401091	34830
GO:0000221	3	4	vacuolar proton-transporting V-type ATPase, V1 domain	0.316903914591	0.302641401091	34830
GO:0043315	4	4	positive regulation of neutrophil degranulation	0.284122179417	0.302641401091	34830
GO:0043652	4	4	engulfment of apoptotic cell	0.284122179417	0.302641401091	34830
GO:0019538	4	4	protein metabolic process	0.284122179417	0.302641401091	34830
GO:0010044	4	4	response to aluminum ion	0.284122179417	0.302641401091	34830
GO:1905668	3	4	positive regulation of protein localization to endosome	0.316903914591	0.302641401091	34830
GO:0090625	4	4	mRNA cleavage involved in gene silencing by siRNA	0.284122179417	0.302641401091	34830
GO:0009298	4	4	GDP-mannose biosynthetic process	0.284122179417	0.302641401091	34830
GO:1903401	3	4	L-lysine transmembrane transport	0.316903914591	0.302641401091	34830
GO:0031084	3	4	BLOC-2 complex	0.316903914591	0.302641401091	34830
GO:0009374	5	4	biotin binding	0.16219204043	0.302641401091	34830
GO:0038027	5	4	apolipoprotein A-I-mediated signaling pathway	0.16219204043	0.302641401091	34830
GO:0014819	4	4	regulation of skeletal muscle contraction	0.284122179417	0.302641401091	34830
GO:0014809	3	4	regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion	0.316903914591	0.302641401091	34830
GO:0005105	3	4	type 1 fibroblast growth factor receptor binding	0.316903914591	0.302641401091	34830
GO:0033596	3	4	TSC1-TSC2 complex	0.316903914591	0.302641401091	34830
GO:0030200	3	4	heparan sulfate proteoglycan catabolic process	0.316903914591	0.302641401091	34830
GO:0002554	3	4	serotonin secretion by platelet	0.316903914591	0.302641401091	34830
GO:0003219	4	4	cardiac right ventricle formation	0.284122179417	0.302641401091	34830
GO:0032455	4	4	nerve growth factor processing	0.284122179417	0.302641401091	34830
GO:0003051	3	4	angiotensin-mediated drinking behavior	0.316903914591	0.302641401091	34830
GO:0070671	3	4	response to interleukin-12	0.316903914591	0.302641401091	34830
GO:0031652	4	4	positive regulation of heat generation	0.284122179417	0.302641401091	34830
GO:0016814	3	4	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines	0.316903914591	0.302641401091	34830
GO:0042249	3	4	establishment of planar polarity of embryonic epithelium	0.316903914591	0.302641401091	34830
GO:0005280	5	4	amino acid:proton symporter activity	0.16219204043	0.302641401091	34830
GO:0036396	3	4	RNA N6-methyladenosine methyltransferase complex	0.316903914591	0.302641401091	34830
GO:0010922	5	4	positive regulation of phosphatase activity	0.16219204043	0.302641401091	34830
GO:0065002	4	4	intracellular protein transmembrane transport	0.284122179417	0.302641401091	34830
GO:0048841	5	4	regulation of axon extension involved in axon guidance	0.16219204043	0.302641401091	34830
GO:0002679	3	4	respiratory burst involved in defense response	0.316903914591	0.302641401091	34830
GO:0043541	3	4	UDP-N-acetylglucosamine transferase complex	0.316903914591	0.302641401091	34830
GO:0007412	3	4	axon target recognition	0.316903914591	0.302641401091	34830
GO:0021986	3	4	habenula development	0.316903914591	0.302641401091	34830
GO:0043199	4	4	sulfate binding	0.284122179417	0.302641401091	34830
GO:0034657	3	4	GID complex	0.316903914591	0.302641401091	34830
GO:0004832	3	4	valine-tRNA ligase activity	0.316903914591	0.302641401091	34830
GO:0032444	3	4	activin responsive factor complex	0.316903914591	0.302641401091	34830
GO:0015226	4	4	carnitine transmembrane transporter activity	0.284122179417	0.302641401091	34830
GO:0045324	3	4	late endosome to vacuole transport	0.316903914591	0.302641401091	34830
GO:0048664	3	4	neuron fate determination	0.316903914591	0.302641401091	34830
GO:2000736	5	4	regulation of stem cell differentiation	0.16219204043	0.302641401091	34830
GO:0003056	4	4	regulation of vascular smooth muscle contraction	0.284122179417	0.302641401091	34830
GO:0030223	4	4	neutrophil differentiation	0.284122179417	0.302641401091	34830
GO:0033004	5	4	negative regulation of mast cell activation	0.16219204043	0.302641401091	34830
GO:0015014	5	4	heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process	0.16219204043	0.302641401091	34830
GO:0042036	4	4	negative regulation of cytokine biosynthetic process	0.284122179417	0.302641401091	34830
GO:0006288	3	4	base-excision repair, DNA ligation	0.316903914591	0.302641401091	34830
GO:1990167	3	4	protein K27-linked deubiquitination	0.316903914591	0.302641401091	34830
GO:0008296	3	4	3'-5'-exodeoxyribonuclease activity	0.316903914591	0.302641401091	34830
GO:0008275	3	4	gamma-tubulin small complex	0.316903914591	0.302641401091	34830
GO:0010668	4	4	ectodermal cell differentiation	0.284122179417	0.302641401091	34830
GO:0060414	3	4	aorta smooth muscle tissue morphogenesis	0.316903914591	0.302641401091	34830
GO:1902037	3	4	negative regulation of hematopoietic stem cell differentiation	0.316903914591	0.302641401091	34830
GO:0051919	3	4	positive regulation of fibrinolysis	0.316903914591	0.302641401091	34830
GO:0032807	3	4	DNA ligase IV complex	0.316903914591	0.302641401091	34830
GO:0001501	123	128	skeletal system development	0.354460093897	0.302912621359	2060
GO:0003697	95	128	single-stranded DNA binding	0.659246575342	0.302912621359	2060
GO:0070498	95	128	interleukin-1-mediated signaling pathway	0.659246575342	0.302912621359	2060
GO:0020037	118	128	heme binding	0.386160714286	0.302912621359	2060
GO:0002016	1	1	regulation of blood volume by renin-angiotensin	0.27005297011	0.303077432164	30220
GO:0002625	1	1	regulation of T cell antigen processing and presentation	0.27005297011	0.303077432164	30220
GO:0046904	1	1	calcium oxalate binding	0.271093454408	0.303077432164	30220
GO:0008890	1	1	glycine C-acetyltransferase activity	0.271093454408	0.303077432164	30220
GO:0072302	1	1	negative regulation of metanephric glomerular mesangial cell proliferation	0.271471812334	0.303540701522	30220
GO:1903028	1	1	positive regulation of opsonization	0.271660991298	0.303772336201	30220
GO:1904220	1	1	regulation of serine C-palmitoyltransferase activity	0.271850170261	0.303904698875	30220
GO:0005129	1	1	granulocyte macrophage colony-stimulating factor receptor binding	0.272228528188	0.303970880212	30220
GO:0001534	1	1	radial spoke	0.272228528188	0.303970880212	30220
GO:0007017	25	32	microtubule-based process	0.428501469148	0.304434072345	8570
GO:0035198	24	32	miRNA binding	0.487985212569	0.304434072345	8570
GO:0046426	42	32	negative regulation of JAK-STAT cascade	0.0971599402093	0.304434072345	8570
GO:0042056	25	32	chemoattractant activity	0.428501469148	0.304434072345	8570
GO:0030016	25	32	myofibril	0.428501469148	0.304434072345	8570
GO:0004435	27	32	phosphatidylinositol phospholipase C activity	0.347540983607	0.304434072345	8570
GO:0051355	1	1	proprioception involved in equilibrioception	0.272701475596	0.305261416281	30220
GO:0033925	1	1	mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase activity	0.273269012486	0.305426869623	30220
GO:0071878	1	1	negative regulation of adrenergic receptor signaling pathway	0.273269012486	0.305426869623	30220
GO:0002787	1	1	negative regulation of antibacterial peptide production	0.273741959894	0.30549305096	30220
GO:0005524	1425	1024	ATP binding	0.6	0.305555555556	180
GO:1903874	2	2	ferrous iron transmembrane transport	0.304203539823	0.305957798924	24170
GO:0035600	2	2	tRNA methylthiolation	0.304203539823	0.305957798924	24170
GO:0000026	2	2	alpha-1,2-mannosyltransferase activity	0.304203539823	0.305957798924	24170
GO:0002337	2	2	B-1a B cell differentiation	0.304203539823	0.305957798924	24170
GO:0004366	2	2	glycerol-3-phosphate O-acyltransferase activity	0.304203539823	0.305957798924	24170
GO:0019322	2	2	pentose biosynthetic process	0.304203539823	0.305957798924	24170
GO:0010872	2	2	regulation of cholesterol esterification	0.304203539823	0.305957798924	24170
GO:0060914	2	2	heart formation	0.304203539823	0.305957798924	24170
GO:0036324	2	2	vascular endothelial growth factor receptor-2 signaling pathway	0.304203539823	0.305957798924	24170
GO:1990918	2	2	double-strand break repair involved in meiotic recombination	0.304203539823	0.305957798924	24170
GO:0048788	2	2	cytoskeleton of presynaptic active zone	0.304203539823	0.305957798924	24170
GO:0072560	2	2	type B pancreatic cell maturation	0.304203539823	0.305957798924	24170
GO:0033578	2	2	protein glycosylation in Golgi	0.304203539823	0.305957798924	24170
GO:2001288	2	2	positive regulation of caveolin-mediated endocytosis	0.304203539823	0.305957798924	24170
GO:0060545	2	2	positive regulation of necroptotic process	0.304203539823	0.305957798924	24170
GO:0004756	2	2	selenide, water dikinase activity	0.304203539823	0.305957798924	24170
GO:0045272	2	2	plasma membrane respiratory chain complex I	0.304203539823	0.305957798924	24170
GO:0042835	2	2	BRE binding	0.304203539823	0.305957798924	24170
GO:0060164	2	2	regulation of timing of neuron differentiation	0.304203539823	0.305957798924	24170
GO:0060390	2	2	regulation of SMAD protein import into nucleus	0.304203539823	0.305957798924	24170
GO:0031134	2	2	sister chromatid biorientation	0.304203539823	0.305957798924	24170
GO:0072236	2	2	metanephric loop of Henle development	0.304203539823	0.305957798924	24170
GO:0034344	2	2	regulation of type III interferon production	0.304203539823	0.305957798924	24170
GO:1903999	2	2	negative regulation of eating behavior	0.304203539823	0.305957798924	24170
GO:0051389	2	2	inactivation of MAPKK activity	0.304203539823	0.305957798924	24170
GO:0015440	2	2	peptide-transporting ATPase activity	0.304203539823	0.305957798924	24170
GO:0072070	2	2	loop of Henle development	0.304203539823	0.305957798924	24170
GO:0035507	2	2	regulation of myosin-light-chain-phosphatase activity	0.304203539823	0.305957798924	24170
GO:0045851	2	2	pH reduction	0.304203539823	0.305957798924	24170
GO:0008808	1	1	cardiolipin synthase activity	0.274593265229	0.305989410986	30220
GO:0042219	1	1	cellular modified amino acid catabolic process	0.274593265229	0.305989410986	30220
GO:0043132	1	1	NAD transport	0.274593265229	0.305989410986	30220
GO:0005030	1	1	neurotrophin receptor activity	0.275633749527	0.306882859034	30220
GO:0042475	53	64	odontogenesis of dentin-containing tooth	0.394736842105	0.30697167756	4590
GO:0046856	20	16	phosphatidylinositol dephosphorylation	0.116071428571	0.307117688513	14190
GO:0035497	12	16	cAMP response element binding	0.455833333333	0.307117688513	14190
GO:0006098	13	16	pentose-phosphate shunt	0.375748502994	0.307117688513	14190
GO:0030169	13	16	low-density lipoprotein particle binding	0.375748502994	0.307117688513	14190
GO:0055089	12	16	fatty acid homeostasis	0.455833333333	0.307117688513	14190
GO:0007076	15	16	mitotic chromosome condensation	0.30885064536	0.307117688513	14190
GO:0005779	17	16	integral component of peroxisomal membrane	0.190108191654	0.307117688513	14190
GO:0006465	18	16	signal peptide processing	0.181282240236	0.307117688513	14190
GO:0005832	12	16	chaperonin-containing T-complex	0.455833333333	0.307117688513	14190
GO:0001076	14	16	transcription factor activity, RNA polymerase II transcription factor binding	0.364074914869	0.307117688513	14190
GO:0060044	12	16	negative regulation of cardiac muscle cell proliferation	0.455833333333	0.307117688513	14190
GO:0000346	13	16	transcription export complex	0.375748502994	0.307117688513	14190
GO:0033962	12	16	cytoplasmic mRNA processing body assembly	0.455833333333	0.307117688513	14190
GO:0045589	15	16	regulation of regulatory T cell differentiation	0.30885064536	0.307117688513	14190
GO:0046691	1	1	intracellular canaliculus	0.27639046538	0.307213765718	30220
GO:0014861	1	1	regulation of skeletal muscle contraction via regulation of action potential	0.27695800227	0.307445400397	30220
GO:0004059	1	1	aralkylamine N-acetyltransferase activity	0.277147181233	0.307478491066	30220
GO:1900039	1	1	positive regulation of cellular response to hypoxia	0.277430949678	0.308272667108	30220
GO:0002077	1	1	acrosome matrix dispersal	0.277430949678	0.308272667108	30220
GO:0033229	1	1	cysteine transmembrane transporter activity	0.277903897087	0.308802117803	30220
GO:0032093	1	1	SAM domain binding	0.278282255013	0.308802117803	30220
GO:0050197	1	1	phytanate-CoA ligase activity	0.278566023458	0.309099933819	30220
GO:0009134	1	1	nucleoside diphosphate catabolic process	0.278849791903	0.30969556585	30220
GO:0021569	1	1	rhombomere 3 development	0.27922814983	0.31055592323	30220
GO:0034414	1	1	tRNA 3'-trailer cleavage, endonucleolytic	0.27922814983	0.31055592323	30220
GO:1902311	1	1	regulation of copper ion transmembrane transport	0.279606507756	0.310721376572	30220
GO:0015139	1	1	alpha-ketoglutarate transmembrane transporter activity	0.27979568672	0.311714096625	30220
GO:0002664	1	1	regulation of T cell tolerance induction	0.279984865683	0.311912640635	30220
GO:0001207	1	1	histone displacement	0.280268634128	0.312011912641	30220
GO:0098609	96	128	cell-cell adhesion	0.672881355932	0.312621359223	2060
GO:0006897	125	128	endocytosis	0.347619047619	0.312621359223	2060
GO:0031175	103	128	neuron projection development	0.598880597015	0.312621359223	2060
GO:0021756	11	8	striatum development	0.125118483412	0.312746280659	24870
GO:0010831	9	8	positive regulation of myotube differentiation	0.201168224299	0.312746280659	24870
GO:0034720	6	8	histone H3-K4 demethylation	0.418806959403	0.312746280659	24870
GO:0043114	9	8	regulation of vascular permeability	0.201168224299	0.312746280659	24870
GO:0008271	11	8	secondary active sulfate transmembrane transporter activity	0.125118483412	0.312746280659	24870
GO:0060346	8	8	bone trabecula formation	0.271678599841	0.312746280659	24870
GO:0017081	8	8	chloride channel regulator activity	0.271678599841	0.312746280659	24870
GO:0030983	8	8	mismatched DNA binding	0.271678599841	0.312746280659	24870
GO:0007617	6	8	mating behavior	0.418806959403	0.312746280659	24870
GO:0000923	6	8	equatorial microtubule organizing center	0.418806959403	0.312746280659	24870
GO:0097237	6	8	cellular response to toxic substance	0.418806959403	0.312746280659	24870
GO:0010269	6	8	response to selenium ion	0.418806959403	0.312746280659	24870
GO:0004128	7	8	cytochrome-b5 reductase activity, acting on NAD(P)H	0.387329013679	0.312746280659	24870
GO:0035331	8	8	negative regulation of hippo signaling	0.271678599841	0.312746280659	24870
