Synonym	Primary symbols	Ambiguity
CADH6_HUMAN	CDH6	0
CADH7_HUMAN	CDH7	0
CADH8_HUMAN	CDH8	0
CADH9_HUMAN	CDH9	0
CADM1_HUMAN	CADM1	0
CADM2_HUMAN	CADM2	0
CADM3_HUMAN	CADM3	0
CADM4_HUMAN	CADM4	0
CAF	CHAF1A	0
CAF1	CNOT7	0
CAF17_HUMAN	IBA57	0
CAF1A	CHAF1B	0
CAF1A_HUMAN	CHAF1A	0
CAF1B_HUMAN	CHAF1B	0
CAF1P150	CHAF1A	0
CAF1P60	CHAF1B	0
CAGA	S100A8	0
CAGB	S100A9	0
CAGE	DDX53	0
CAGE1_HUMAN	CAGE1	0
CAGF28	PAXIP1	0
CAGF9	TOX3	0
CAGH1	ZNF384	0
CAGH26	TNRC6A	0
CAGH32	EP400	0
CAGH4	CELF3	0
CAGH44	FOXP2	0
CAGH45	MED12	0
CAGL79	TNRC18	0
CAGLP	CALML6	0
CAGR1	MAB21L1	0
CAH10_HUMAN	CA10	0
CAH11_HUMAN	CA11	0
CAH12_HUMAN	CA12	0
CAH13_HUMAN	CA13	0
CAH14_HUMAN	CA14	0
CAH1_HUMAN	CA1	0
CAH2_HUMAN	CA2	0
CAH3_HUMAN	CA3	0
CAH4_HUMAN	CA4	0
CAH5A_HUMAN	CA5A	0
CAH5B_HUMAN	CA5B	0
CAH6_HUMAN	CA6	0
CAH7_HUMAN	CA7	0
CAH8_HUMAN	CA8	0
CAH9_HUMAN	CA9	0
CAHD1_HUMAN	CACHD1	0
CAHM1_HUMAN	CALHM1	0
CAHM2_HUMAN	CALHM2	0
CAHM3_HUMAN	CALHM3	0
CAHM4_HUMAN	CALHM4	0
CAHM5_HUMAN	CALHM5	0
CAHM6_HUMAN	CALHM6	0
CAIN	NUP214	0
CAK	CDK7|DDR1	1
CAK1	CDK7	0
CAL	GOPC	0
CAL1H	ANXA2	0
CAL1L	S100A10	0
CALB1_HUMAN	CALB1	0
CALB2_HUMAN	CALB2	0
CALB3	S100G	0
CALC	MICU1	0
CALC1	CALCA	0
CALC2	CALCB	0
CALCB_HUMAN	CALCB	0
CALCR_HUMAN	CALCR	0
CALC_HUMAN	CALCA	0
CALD1_HUMAN	CALD1	0
CALEB	CSPG5	0
CALGP	CALML6	0
CALIF	CNOT8	0
CALI_HUMAN	CCIN	0
CALL	CHL1	0
CALL3_HUMAN	CALML3	0
CALL4_HUMAN	CALML4	0
CALL5_HUMAN	CALML5	0
CALL6_HUMAN	CALML6	0
CALM	CALM1|PICALM	1
CALM1_HUMAN	CALM1	0
CALM2_HUMAN	CALM2	0
CALM3_HUMAN	CALM3	0
CALML2	CALM3	0
CALN2	CABP7	0
CALNA	PPP3CA	0
CALNA2	PPP3CB	0
CALNA3	PPP3CC	0
CALNB	PPP3CB	0
CALP	KCNIP4	0
CALPM	CAPN6	0
CALR3_HUMAN	CALR3	0
CALRL_HUMAN	CALCRL	0
CALR_HUMAN	CALR	0
CALS	CA8	0
CALT	CETN2	0
CALU_HUMAN	CALU	0
CALX_HUMAN	CANX	0
CALY3	NSG2	0
CALY_HUMAN	CALY	0
CAM	CALM1	0
CAM1	CALM1	0
CAM2	CALM2|CAMK2B	1
CAM3	CALM3	0
CAMB	CALM2	0
CAMC	CALM3	0
CAMDI	CCDC141	0
CAMGAP1	ARHGAP27	0
CAMIII	CALM3	0
CAMK	CAMK2G|CAMK4	1
CAMK-GR	CAMK4	0
CAMK-II	CAMK2G	0
CAMK2	CAMK2B	0
CAMKA	CAMK2A	0
CAMKB	CAMK2B	0
CAMKD	CAMK2D	0
CAMKG	CAMK2G	0
CAMKID	CAMK1D	0
CAMKIV	CAMK4	0
CAMKKA	CAMKK1	0
CAMKKB	CAMKK2	0
CAMKN	PPM1E	0
CAMKV_HUMAN	CAMKV	0
CAML	CAMLG	0
CAML1	L1CAM	0
CAMLG_HUMAN	CAMLG	0
CAMP1_HUMAN	CAMSAP1	0
CAMP2_HUMAN	CAMSAP2	0
CAMP3_HUMAN	CAMSAP3	0
CAMP_HUMAN	CAMP	0
CAMSAP1L1	CAMSAP2	0
CAN	NUP214	0
CAN10_HUMAN	CAPN10	0
CAN11_HUMAN	CAPN11	0
CAN12_HUMAN	CAPN12	0
CAN13_HUMAN	CAPN13	0
CAN14_HUMAN	CAPN14	0
CAN15_HUMAN	CAPN15	0
CAN1_HUMAN	CAPN1	0
CAN2_HUMAN	CAPN2	0
CAN3_HUMAN	CAPN3	0
CAN5_HUMAN	CAPN5	0
CAN6_HUMAN	CAPN6	0
CAN7_HUMAN	CAPN7	0
CAN8_HUMAN	CAPN8	0
CAN9_HUMAN	CAPN9	0
CANB1_HUMAN	PPP3R1	0
CANB2_HUMAN	PPP3R2	0
CAND1_HUMAN	CAND1	0
CAND2_HUMAN	CAND2	0
CAND3	NPAT	0
CANP	FAM111B	0
CANP3	CAPN3	0
CANPL1	CAPN1	0
CANPL2	CAPN2	0
CANPL3	CAPN3	0
CANPX	CAPN6	0
CANT1_HUMAN	CANT1	0
CAP	CAP1	0
CAP18	CAMP	0
CAP1A	RNGTT	0
CAP1_HUMAN	CAP1	0
CAP20	CDKN1A	0
CAP2_HUMAN	CAP2	0
CAP35	MNAT1	0
CAP350	CEP350	0
CAP43	NDRG1	0
CAP70	PDZK1	0
CAP7_HUMAN	AZU1	0
CAPAA3	CAPZA3	0
CAPC	LRRC26|SMC4	1
CAPD2	NCAPD2	0
CAPD3	NCAPD3	0
CAPE	SMC2	0
CAPER	ATP6AP2	0
CAPG_HUMAN	CAPG	0
CAPH	NCAPH	0
CAPH2	NCAPH2	0
CAPL	S100A4	0
CAPN4	CAPNS1	0
CAPN7L	ADGB	0
CAPNS	CAPNS1	0
CAPON	NOS1AP	0
CAPON_HUMAN	NOS1AP	0
CAPR	CTNNA2	0
CAPR1_HUMAN	CAPRIN1	0
CAPR2_HUMAN	CAPRIN2	0
CAPRI	RASA4	0
CAPS1	CADPS	0
CAPS1_HUMAN	CADPS	0
CAPS2_HUMAN	CADPS2	0
CAPSL_HUMAN	CAPSL	0
CAPZB_HUMAN	CAPZB	0
CAPZIP	RCSD1	0
CAR	ARR3|CXADR|NR1I3|SPG7	3
CAR10_HUMAN	CARD10	0
CAR11_HUMAN	CARD11	0
CAR14_HUMAN	CARD14	0
CAR16_HUMAN	CARD16	0
CAR17_HUMAN	CARD17	0
CAR18_HUMAN	CARD18	0
CAR19_HUMAN	CARD19	0
CARD12	NLRC4	0
CARD15	NOD2	0
CARD4	NOD1	0
CARD5	PYCARD	0
CARD6_HUMAN	CARD6	0
CARD7	NLRP1	0
CARD8_HUMAN	CARD8	0
CARD9_HUMAN	CARD9	0
CARDIAK	RIPK2	0
CARF_HUMAN	CDKN2AIP	0
CARK	TNNI3K	0
CARKD	NAXD	0
CARKL	SHPK	0
CARL1_HUMAN	CARMIL1	0
CARL2_HUMAN	CARMIL2	0
CARL3_HUMAN	CARMIL3	0
CARM1_HUMAN	CARM1	0
CARMA1	CARD11	0
CARMA2	CARD14	0
CARMA3	CARD10	0
CARME_HUMAN	CARNMT1	0
CARMIL	CARMIL1	0
CARP	ANKRD1|MINDY3	1
CARP1	CCAR1	0
CARP2	CA11	0
CART	CARTPT	0
CART1	ALX1|TRAF4	1
CARTF_HUMAN	CARF	0
CART_HUMAN	CARTPT	0
CAS	BCAR1|CSE1L	1
CAS2	TYRP1	0
CASA	CSN1S1	0
CASA1_HUMAN	CSN1S1	0
CASB	CSN2	0
CASB_HUMAN	CSN2	0
CASC13	COLCA2	0
CASC3_HUMAN	CASC3	0
CASC4_HUMAN	CASC4	0
CASC5	KNL1	0
CASD1_HUMAN	CASD1	0
CASH	CFLAR	0
CASK_HUMAN	CSN3	0
CASL	NEDD9	0
CASL_HUMAN	NEDD9	0
CASM	LSM1	0
CASP	CRTAP	0
CASP11	SCAF11	0
CASP1_HUMAN	CASP1	0
CASP2_HUMAN	CASP2	0
CASP3_HUMAN	CASP3	0
CASP4_HUMAN	CASP4	0
CASP5_HUMAN	CASP5	0
CASP6_HUMAN	CASP6	0
CASP7_HUMAN	CASP7	0
CASP8AP1	CFLAR	0
CASP8_HUMAN	CASP8	0
CASP9_HUMAN	CASP9	0
CASPA_HUMAN	CASP10	0
CASPC_HUMAN	CASP12	0
CASPE_HUMAN	CASP14	0
CASPR	CNTNAP1	0
CASPR2	CNTNAP2	0
CASPR3	CNTNAP3	0
CASPR3B	CNTNAP3B	0
CASPR4	CNTNAP4	0
CASPR5	CNTNAP5	0
CASQ	CASQ1	0
CASQ1_HUMAN	CASQ1	0
CASQ2_HUMAN	CASQ2	0
CASR_HUMAN	CASR	0
CASS1	BCAR1	0
CASS2	NEDD9	0
CASS3	EFS	0
CASS4_HUMAN	CASS4	0
CAST1_HUMAN	CASTOR1	0
CAST2_HUMAN	CASTOR2	0
CASZ1_HUMAN	CASZ1	0
CAT1	CRAT	0
CAT2	SLC7A2	0
CAT3	SLC7A3	0
CAT53	PPP1R10	0
CAT56	PRR3	0
CAT60	RPP21	0
CATA_HUMAN	CAT	0
CATB_HUMAN	CTSB	0
CATC_HUMAN	CTSC	0
CATD_HUMAN	CTSD	0
CATE_HUMAN	CTSE	0
CATF_HUMAN	CTSF	0
CATG_HUMAN	CTSG	0
CATH_HUMAN	CTSH	0
CATIN_HUMAN	CACTIN	0
CATIP_HUMAN	CATIP	0
CATK_HUMAN	CTSK	0
CATL1	CPT1C	0
CATL1_HUMAN	CTSL	0
CATL2	CTSV	0
CATL2_HUMAN	CTSV	0
CATL3_HUMAN	CTSL3P	0
CATO_HUMAN	CTSO	0
CATR1_HUMAN	CATR1	0
CATS	PIMREG	0
CATS_HUMAN	CTSS	0
CATW_HUMAN	CTSW	0
CATX11	RSL1D1	0
CATX8	RAB25	0
CATZ_HUMAN	CTSZ	0
CAV	CAV1	0
CAV1_HUMAN	CAV1	0
CAV2_HUMAN	CAV2	0
CAV3_HUMAN	CAV3	0
CAVN1_HUMAN	CAVIN1	0
CAVN2_HUMAN	CAVIN2	0
CAVN3_HUMAN	CAVIN3	0
CAVN4_HUMAN	CAVIN4	0
CAYP1_HUMAN	CAPS	0
CAYP2_HUMAN	CAPS2	0
CAZA1_HUMAN	CAPZA1	0
CAZA2_HUMAN	CAPZA2	0
CAZA3_HUMAN	CAPZA3	0
CAZIP	MTUS2	0
CB015_HUMAN	C2orf15	0
CB016_HUMAN	C2orf16	0
CB042_HUMAN	C2orf42	0
CB050_HUMAN	C2orf50	0
CB066_HUMAN	C2orf66	0
CB069_HUMAN	C2orf69	0
CB070_HUMAN	C2orf70	0
CB071_HUMAN	C2orf71	0
CB074_HUMAN	C2orf74	0
CB083_HUMAN	C2orf83	0
CB092_HUMAN	C2orf92	0
CB2A	CNR2	0
CB2B	CNR2	0
CB39L_HUMAN	CAB39L	0
CB5D1_HUMAN	CYB5D1	0
CBARA1	MICU1	0
CBARP_HUMAN	CBARP	0
CBCIP2	ORAI2	0
CBCO1_HUMAN	CABCOCO1	0
CBCP1	CCNY	0
CBE1	SMRP1	0
CBF2	CEBPZ	0
CBFA1	RUNX2	0
CBFA2	RUNX1	0
CBFA2T1	RUNX1T1	0
CBFA3	RUNX3	0
CBG	GBA3|SERPINA6	1
CBGL1	GBA3	0
CBG_HUMAN	SERPINA6	0
CBL2	CBL	0
CBL3	CBLC	0
CBLB_HUMAN	CBLB	0
CBLC_HUMAN	CBLC	0
CBLN1_HUMAN	CBLN1	0
CBLN2_HUMAN	CBLN2	0
CBLN3_HUMAN	CBLN3	0
CBLN4_HUMAN	CBLN4	0
CBLNL1	CBLN4	0
CBLP	PPP3R2	0
CBL_HUMAN	CBL	0
CBP	CREBBP|PAG1	1
CBP1	SERPINH1	0
CBP2	SERPINH1	0
CBP20	NCBP2	0
CBP80	NCBP1	0
CBP86	CABYR	0
CBPA1_HUMAN	CPA1	0
CBPA2_HUMAN	CPA2	0
CBPA3_HUMAN	CPA3	0
CBPA4_HUMAN	CPA4	0
CBPA5_HUMAN	CPA5	0
CBPA6_HUMAN	CPA6	0
CBPB1_HUMAN	CPB1	0
CBPB2_HUMAN	CPB2	0
CBPC1_HUMAN	AGTPBP1	0
CBPC2_HUMAN	AGBL2	0
CBPC3_HUMAN	AGBL3	0
CBPC4_HUMAN	AGBL1	0
CBPC5_HUMAN	AGBL5	0
CBPC6_HUMAN	AGBL4	0
CBPD_HUMAN	CPD	0
CBPE_HUMAN	CPE	0
CBPIN	SYF2	0
CBPM_HUMAN	CPM	0
CBPN_HUMAN	CPN1	0
CBPO_HUMAN	CPO	0
CBPQ_HUMAN	CPQ	0
CBPZ_HUMAN	CPZ	0
CBP_HUMAN	CREBBP	0
CBR	CBR1	0
CBR1_HUMAN	CBR1	0
CBR3_HUMAN	CBR3	0
CBR4_HUMAN	CBR4	0
CBS-1	MSRB2	0
CBSL_HUMAN	CBSL	0
CBS_HUMAN	CBS	0
CBWD1_HUMAN	CBWD1	0
CBWD2_HUMAN	CBWD2	0
CBWD3_HUMAN	CBWD3	0
CBWD5_HUMAN	CBWD5	0
CBWD6_HUMAN	CBWD6	0
CBWD7	CBWD6	0
CBX	CBX1	0
CBX1_HUMAN	CBX1	0
CBX2_HUMAN	CBX2	0
CBX3_HUMAN	CBX3	0
CBX4_HUMAN	CBX4	0
CBX5_HUMAN	CBX5	0
CBX6_HUMAN	CBX6	0
CBX7_HUMAN	CBX7	0
CBX8_HUMAN	CBX8	0
CBY	CBY1	0
CBY1_HUMAN	CBY1	0
CBY2	SPERT	0
CC018_HUMAN	C3orf18	0
CC020_HUMAN	C3orf20	0
CC033_HUMAN	C3orf33	0
CC038_HUMAN	C3orf38	0
CC062_HUMAN	C3orf62	0
CC080_HUMAN	C3orf80	0
CC10	SCGB1A1	0
CC103_HUMAN	CCDC103	0
CC105_HUMAN	CCDC105	0
CC106_HUMAN	CCDC106	0
CC107_HUMAN	CCDC107	0
CC110_HUMAN	CCDC110	0
CC112_HUMAN	CCDC112	0
CC113_HUMAN	CCDC113	0
CC114_HUMAN	CCDC114	0
CC115_HUMAN	CCDC115	0
CC116_HUMAN	CCDC116	0
CC117_HUMAN	CCDC117	0
CC120_HUMAN	CCDC120	0
CC121_HUMAN	CCDC121	0
CC124_HUMAN	CCDC124	0
CC125_HUMAN	CCDC125	0
CC126_HUMAN	CCDC126	0
CC129_HUMAN	CCDC129	0
CC130_HUMAN	CCDC130	0
CC134_HUMAN	CCDC134	0
CC136_HUMAN	CCDC136	0
CC137_HUMAN	CCDC137	0
CC141_HUMAN	CCDC141	0
CC146_HUMAN	CCDC146	0
CC148_HUMAN	CCDC148	0
CC14A_HUMAN	CDC14A	0
CC14B_HUMAN	CDC14B	0
CC14C_HUMAN	CDC14C	0
CC150_HUMAN	CCDC150	0
CC151_HUMAN	CCDC151	0
CC153_HUMAN	CCDC153	0
CC154_HUMAN	CCDC154	0
CC167_HUMAN	CCDC167	0
CC170_HUMAN	CCDC170	0
CC172_HUMAN	CCDC172	0
CC174_HUMAN	CCDC174	0
CC180_HUMAN	CCDC180	0
CC181_HUMAN	CCDC181	0
CC182_HUMAN	CCDC182	0
CC183_HUMAN	CCDC183	0
CC184_HUMAN	CCDC184	0
CC185_HUMAN	CCDC185	0
CC187_HUMAN	CCDC187	0
CC188_HUMAN	CCDC188	0
CC197_HUMAN	CCDC197	0
CC198_HUMAN	CCDC198	0
CC28A_HUMAN	CCDC28A	0
CC28B_HUMAN	CCDC28B	0
CC3	HTATIP2	0
CC4L_HUMAN	CCL4L1	0
CC50A_HUMAN	TMEM30A	0
CC50B_HUMAN	TMEM30B	0
CC50C_HUMAN	TMEM30CP	0
CC71L_HUMAN	CCDC71L	0
CC85B_HUMAN	CCDC85B	0
CC85C_HUMAN	CCDC85C	0
CC88B_HUMAN	CCDC88B	0
CC90B_HUMAN	CCDC90B	0
CCAP7	SCAF8	0
CCAR1_HUMAN	CCAR1	0
CCAR2_HUMAN	CCAR2	0
CCB42_HUMAN	Q1T7F1	0
CCBE1_HUMAN	CCBE1	0
CCBL1	KYAT1	0
CCBL2	KYAT3	0
CCBP2	ACKR2|ACKR4	1
CCC6	SLC12A9	0
CCC9	SLC12A8	0
CCCAP	SDCCAG8	0
CCD1	DIXDC1	0
CCD12_HUMAN	CCDC12	0
CCD13_HUMAN	CCDC13	0
CCD14_HUMAN	CCDC14	0
CCD15_HUMAN	CCDC15	0
CCD17_HUMAN	CCDC17	0
CCD22_HUMAN	CCDC22	0
CCD24_HUMAN	CCDC24	0
CCD25_HUMAN	CCDC25	0
CCD26_HUMAN	CCDC26	0
CCD30_HUMAN	CCDC30	0
CCD32_HUMAN	CCDC32	0
CCD33_HUMAN	CCDC33	0
CCD38_HUMAN	CCDC38	0
CCD39_HUMAN	CCDC39	0
CCD40_HUMAN	CCDC40	0
CCD42_HUMAN	CCDC42	0
CCD43_HUMAN	CCDC43	0
CCD47_HUMAN	CCDC47	0
CCD50_HUMAN	CCDC50	0
CCD51_HUMAN	CCDC51	0
CCD57_HUMAN	CCDC57	0
CCD58_HUMAN	CCDC58	0
CCD60_HUMAN	CCDC60	0
CCD61_HUMAN	CCDC61	0
CCD62_HUMAN	CCDC62	0
CCD63_HUMAN	CCDC63	0
CCD65_HUMAN	CCDC65	0
CCD68_HUMAN	CCDC68	0
CCD69_HUMAN	CCDC69	0
CCD70_HUMAN	CCDC70	0
CCD77_HUMAN	CCDC77	0
CCD78_HUMAN	CCDC78	0
CCD80_HUMAN	CCDC80	0
CCD81_HUMAN	CCDC81	0
CCD86_HUMAN	CCDC86	0
CCD87_HUMAN	CCDC87	0
CCD89_HUMAN	CCDC89	0
CCD91_HUMAN	CCDC91	0
CCD92_HUMAN	CCDC92	0
CCD93_HUMAN	CCDC93	0
CCD94_HUMAN	CCDC94	0
CCD96_HUMAN	CCDC96	0
CCD97_HUMAN	CCDC97	0
CCD9B_HUMAN	CCDC9B	0
CCDB1_HUMAN	CCNDBP1	0
CCDC10	FSD1L	0
CCDC100	CEP120	0
CCDC101	SGF29	0
CCDC104	CFAP36	0
CCDC108	CFAP65	0
CCDC109A	MCU	0
CCDC109B	MCUB	0
CCDC11	CFAP53	0
CCDC111	PRIMPOL	0
CCDC123	CEP89	0
CCDC128	PPP1R21	0
CCDC131	ZFC3H1	0
CCDC132	VPS50	0
CCDC135	DRC7	0
CCDC139	PUS10	0
CCDC147	CFAP58	0
CCDC16	ZNF830	0
CCDC164	DRC1	0
CCDC165	MTCL1	0
CCDC176	BBOF1	0
CCDC19	CFAP45	0
CCDC2	IFT74	0
CCDC21	CEP85	0
CCDC23	SVBP	0
CCDC35	DNHD1	0
CCDC37	CFAP100	0
CCDC3_HUMAN	CCDC3	0
CCDC41	CEP83	0
CCDC42A	CCDC42	0
CCDC42B	CFAP73	0
CCDC44	TACO1	0
CCDC45	CEP95	0
CCDC46	CEP112	0
CCDC48	EFCC1	0
CCDC49	CWC25	0
CCDC5	HAUS1	0
CCDC52	SPICE1	0
CCDC53	WASHC3	0
CCDC55	NSRP1	0
CCDC56	COA3	0
CCDC64	BICDL1	0
CCDC64B	BICDL2	0
CCDC67	DEUP1	0
CCDC6_HUMAN	CCDC6	0
CCDC75	GPATCH11	0
CCDC76	TRMT13	0
CCDC79	TERB1	0
CCDC8_HUMAN	CCDC8	0
CCDC90A	MCUR1	0
CCDC95	INO80E	0
CCDC98	ABRAXAS1	0
CCDC99	SPDL1	0
CCDC9_HUMAN	CCDC9	0
CCER1_HUMAN	CCER1	0
CCER2_HUMAN	CCER2	0
CCG1	TAF1	0
CCG1_HUMAN	CACNG1	0
CCG2	RPS4X	0
CCG2_HUMAN	CACNG2	0
CCG3_HUMAN	CACNG3	0
CCG4_HUMAN	CACNG4	0
CCG5_HUMAN	CACNG5	0
CCG6_HUMAN	CACNG6	0
CCG7_HUMAN	CACNG7	0
CCG8_HUMAN	CACNG8	0
CCGL_HUMAN	TMEM37	0
CCGS	TAF1	0
CCHCR_HUMAN	CCHCR1	0
CCHL	HCCS	0
CCHL1A1	CACNA1C	0
CCHL1A2	CACNA1D	0
CCHL2A	CACNA2D1	0
CCHL_HUMAN	HCCS	0
CCK4	PTK7	0
CCKAR_HUMAN	CCKAR	0
CCKN_HUMAN	CCK	0
CCKRA	CCKAR	0
CCKRB	CCKBR	0
CCL11_HUMAN	CCL11	0
CCL13_HUMAN	CCL13	0
CCL14_HUMAN	CCL14	0
CCL15_HUMAN	CCL15	0
CCL16_HUMAN	CCL16	0
CCL17_HUMAN	CCL17	0
CCL18_HUMAN	CCL18	0
CCL19_HUMAN	CCL19	0
CCL1_HUMAN	CCL1	0
CCL20_HUMAN	CCL20	0
CCL21_HUMAN	CCL21	0
CCL22_HUMAN	CCL22	0
CCL23_HUMAN	CCL23	0
CCL24_HUMAN	CCL24	0
CCL25_HUMAN	CCL25	0
CCL26_HUMAN	CCL26	0
CCL27_HUMAN	CCL27	0
CCL28_HUMAN	CCL28	0
CCL2_HUMAN	CCL2	0
CCL3L3	CCL3L1	0
CCL3_HUMAN	CCL3	0
CCL4L	CCL4L1	0
CCL4L2	CCL4L1	0
CCL4_HUMAN	CCL4	0
CCL5_HUMAN	CCL5	0
CCL7_HUMAN	CCL7	0
CCL8_HUMAN	CCL8	0
CCM1	KRIT1	0
CCM2L_HUMAN	CCM2L	0
CCM2_HUMAN	CCM2	0
CCM3	PDCD10	0
CCN1	CCNA2|CYR61	1
CCN2	CTGF	0
CCN3	NOV	0
CCN4	WISP1	0
CCN5	WISP2	0
CCN6	WISP3	0
CCNA	CCNA2	0
CCNA1_HUMAN	CCNA1	0
CCNA2_HUMAN	CCNA2	0
CCNB	CCNB1	0
CCNB1_HUMAN	CCNB1	0
CCNB2_HUMAN	CCNB2	0
CCNB3_HUMAN	CCNB3	0
CCNC_HUMAN	CCNC	0
CCND1_HUMAN	CCND1	0
CCND2_HUMAN	CCND2	0
CCND3_HUMAN	CCND3	0
CCNE	CCNE1	0
CCNE1_HUMAN	CCNE1	0
CCNE2_HUMAN	CCNE2	0
CCNF_HUMAN	CCNF	0
CCNG	CCNG1	0
CCNG1_HUMAN	CCNG1	0
CCNG2_HUMAN	CCNG2	0
CCNH_HUMAN	CCNH	0
CCNI_HUMAN	CCNI	0
CCNJL_HUMAN	CCNJL	0
CCNJ_HUMAN	CCNJ	0
CCNK_HUMAN	CCNK	0
CCNL1_HUMAN	CCNL1	0
CCNL2_HUMAN	CCNL2	0
CCNO_HUMAN	CCNO	0
CCNQ_HUMAN	CCNQ	0
CCNT1_HUMAN	CCNT1	0
CCNT2_HUMAN	CCNT2	0
CCNY_HUMAN	CCNY	0
CCP1	AGTPBP1	0
CCP2	AGBL2	0
CCP22	SVEP1	0
CCP3	AGBL3	0
CCP4	AGBL1	0
CCP5	AGBL5	0
CCP6	AGBL4	0
CCP8	CCPG1	0
CCPG	FAM120B	0
CCPG1_HUMAN	CCPG1	0
CCR10_HUMAN	CCR10	0
CCR11	ACKR4|CCRL2	1
CCR1_HUMAN	CCR1	0
CCR2_HUMAN	CCR2	0
CCR3_HUMAN	CCR3	0
CCR4B	CNOT6L	0
CCR4_HUMAN	CCR4	0
CCR4a	CNOT6	0
CCR5_HUMAN	CCR5	0
CCR6_HUMAN	CCR6	0
CCR7_HUMAN	CCR7	0
CCR8_HUMAN	CCR8	0
CCR9_HUMAN	CCR9	0
CCRG	RETNLB	0
CCRK	CDK20	0
CCRL1	ACKR4	0
CCRL2_HUMAN	CCRL2	0
CCRN4L	NOCT	0
CCSAP_HUMAN	CCSAP	0
CCSE2_HUMAN	CCSER2	0
CCSP	SCGB1A1	0
CCS_HUMAN	CCS	0
CCT1	TCP1	0
CCT6	CCT6A	0
CCT8L1	CCT8L1P	0
CCTA	TCP1	0
CCTB	CCT2|PCYT1B	1
CCTD	CCT4	0
CCTE	CCT5	0
CCTG	CCT3	0
CCTH	CCT7	0
CCTQ	CCT8	0
CCTZ	CCT6A	0
CCXCR1	XCR1	0
CCYL1_HUMAN	CCNYL1	0
CCYL2_HUMAN	CCNYL2	0
CCZ1B_HUMAN	CCZ1B	0
CCZ1_HUMAN	CCZ1	0
CD001	LMBRD1	0
CD003	BCL2L13	0
CD003_HUMAN	C4orf3	0
CD006_HUMAN	LINC01587	0
CD019_HUMAN	C4orf19	0
CD033_HUMAN	C4orf33	0
CD046_HUMAN	C4orf46	0
CD047_HUMAN	C4orf47	0
CD048_HUMAN	C4orf48	0
CD100	SEMA4D	0
CD108	SEMA7A	0
CD109_HUMAN	CD109	0
CD11A	ITGAL	0
CD11A_HUMAN	CDK11A	0
CD11B	ITGAM	0
CD11B_HUMAN	CDK11B	0
CD11C	ITGAX	0
CD123_HUMAN	CDC123	0
CD13	ANPEP	0
CD135	FLT3	0
CD137	TNFRSF9	0
CD14_HUMAN	CD14	0
CD151_HUMAN	CD151	0
CD152	CTLA4	0
CD158A	KIR2DL1	0
CD158B1	KIR2DL2	0
CD158B2	KIR2DL3	0
CD158C	KIR3DP1	0
CD158D	KIR2DL4	0
CD158E	KIR3DL1	0
CD158F	KIR2DL5A|KIR2DL5B	1
CD158F1	KIR2DL5A	0
CD158F2	KIR2DL5B	0
CD158G	KIR2DS5	0
CD158H	KIR2DS1	0
CD158I	KIR2DS4	0
CD158J	KIR2DS2	0
CD158K	KIR3DL2	0
CD158Z	KIR3DL3	0
CD15L_HUMAN	CDRT15L2	0
CD163B	CD163L1	0
CD164L1	CD248	0
CD166_HUMAN	ALCAM	0
CD16A	FCGR3A	0
CD16B	FCGR3B	0
CD177_HUMAN	CD177	0
CD18	ITGB2	0
CD180_HUMAN	CD180	0
CD19_HUMAN	CD19	0
CD1A_HUMAN	CD1A	0
CD1B_HUMAN	CD1B	0
CD1C_HUMAN	CD1C	0
CD1D_HUMAN	CD1D	0
CD1E_HUMAN	CD1E	0
CD20	MS4A1	0
CD200R	CD200R1	0
CD200R2	CD200R1L	0
CD205	LY75	0
CD209L	CLEC4M	0
CD209L1	CLEC4M	0
CD209_HUMAN	CD209	0
CD20B_HUMAN	CDC20B	0
CD20L	MS4A3	0
CD20L1	MS4A4A	0
CD20L2	MS4A5	0
CD20L3	MS4A6A	0
CD20L4	MS4A7	0
CD20L7	MS4A10	0
CD20_HUMAN	MS4A1	0
CD225	IFITM1	0
CD226_HUMAN	CD226	0
CD22_HUMAN	CD22	0
CD23A	FCER2	0
CD244_HUMAN	CD244	0
CD245	MYO18A	0
CD248_HUMAN	CD248	0
CD24A	CD24	0
CD24_HUMAN	CD24	0
CD26	DPP4	0
CD273	PDCD1LG2	0
CD276_HUMAN	CD276	0
CD27L	CD70	0
CD27LG	CD70	0
CD27_HUMAN	CD27	0
CD28H	TMIGD2	0
CD28LG	CD80	0
CD28LG1	CD80	0
CD28LG2	CD86	0
CD28_HUMAN	CD28	0
CD299	CLEC4M	0
CD2AP_HUMAN	CD2AP	0
CD2B2_HUMAN	CD2BP2	0
CD2BP1	PSTPIP1	0
CD2F10	SLAMF9	0
CD2_HUMAN	CD2	0
CD30	TNFRSF8	0
CD300B	CD300LB	0
CD300D	CD300LD	0
CD300F	CD300LF	0
CD300LE	CD300E	0
CD302_HUMAN	CD302	0
CD305	LAIR1	0
CD306	LAIR2	0
CD30L	TNFSF8	0
CD30LG	TNFSF8	0
CD32	FCGR2A|FCGR2B|FCGR2C	2
CD320_HUMAN	CD320	0
CD33L	SIGLEC6	0
CD33L1	SIGLEC6	0
CD33L2	SIGLEC5	0
CD33L3	SIGLEC15	0
CD33_HUMAN	CD33	0
CD34_HUMAN	CD34	0
CD36L1	SCARB1	0
CD36L2	SCARB2	0
CD36_HUMAN	CD36	0
CD37L_HUMAN	CDC37L1	0
CD37_HUMAN	CD37	0
CD38_HUMAN	CD38	0
CD39	ENTPD1	0
