identifier	name	namespace	description	class
GO:0005938	cell cortex	cellular_component	The region of a cell that lies just beneath the plasma membrane and often, but not always, contains a network of actin filaments and associated proteins.	GOSlimTerm
GO:0004607	phosphatidylcholine-sterol O-acyltransferase activity	molecular_function	Catalysis of the reaction: phosphatidylcholine + a sterol = a sterol ester + 1-acylglycerophosphocholine.	GOTerm
GO:0004609	phosphatidylserine decarboxylase activity	molecular_function	Catalysis of the reaction: H(+) + phosphatidyl-L-serine = CO(2) + phosphatidylethanolamine.	GOTerm
GO:0004608	phosphatidylethanolamine N-methyltransferase activity	molecular_function	Catalysis of the reaction: S-adenosyl-L-methionine + phosphatidylethanolamine = S-adenosyl-L-homocysteine + H(+) + phosphatidyl-N-methylethanolamine.	GOTerm
GO:0015433	peptide antigen-transporting ATPase activity	molecular_function	Catalysis of the reaction: peptide antigen(in) + ATP = peptide antigen(out) + ADP + phosphate.	GOTerm
GO:0015432	bile acid-exporting ATPase activity	molecular_function	Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: bile acid(in) + ATP + H2O -> bile acid(out) + ADP + phosphate.	GOTerm
GO:0016768	spermine synthase activity	molecular_function	Catalysis of the reaction: S-adenosylmethioninamine + spermidine = 5'-methylthioadenosine + spermine.	GOTerm
GO:0004782	sulfinoalanine decarboxylase activity	molecular_function	Catalysis of the reaction: 3-sulfino-L-alanine = hypotaurine + CO2.	GOTerm
GO:0004781	sulfate adenylyltransferase (ATP) activity	molecular_function	Catalysis of the reaction: ATP + sulfate = diphosphate + adenylylsulfate.	GOTerm
GO:0002121	inter-male aggressive behavior	biological_process	Aggressive behavior based on competition between males of the same species over access to resources such as females, dominance, status, etc. and characterized by noise, threats, and is often less injurious.	GOTerm
GO:0004784	superoxide dismutase activity	molecular_function	Catalysis of the reaction: 2 superoxide + 2 H+ = O2 + hydrogen peroxide.	GOTerm
GO:0002114	interleukin-33 receptor activity	molecular_function	Combining with interleukin-33 and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity.	GOTerm
GO:0004777	succinate-semialdehyde dehydrogenase (NAD+) activity	molecular_function	Catalysis of the reaction: succinate semialdehyde + NAD+ + H2O = succinate + NADH + H+.	GOTerm
GO:0002115	store-operated calcium entry	biological_process	A calcium ion entry mechanism in the plasma membrane activated by the depletion of calcium ion from the internal calcium ion store in the endoplasmic reticulum.	GOTerm
GO:0004776	succinate-CoA ligase (GDP-forming) activity	molecular_function	Catalysis of the reaction: GTP + succinate + CoA = GDP + succinyl-CoA + phosphate.	GOTerm
GO:0002116	semaphorin receptor complex	cellular_component	A stable binary complex of a neurophilin and a plexin, together forming a functional semaphorin receptor.	GOTerm
GO:0004778	succinyl-CoA hydrolase activity	molecular_function	Catalysis of the reaction: H(2)O + succinyl-CoA = CoA + H(+) + succinate.	GOTerm
GO:0002118	aggressive behavior	biological_process	A behavioral interaction between organisms in which one organism has the intention of inflicting physical damage on another individual.	GOTerm
GO:0016772	transferase activity, transferring phosphorus-containing groups	molecular_function	Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor).	GOTerm
GO:0016773	phosphotransferase activity, alcohol group as acceptor	molecular_function	Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to an alcohol group (acceptor).	GOTerm
GO:0016776	phosphotransferase activity, phosphate group as acceptor	molecular_function	Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to a phosphate group (acceptor).	GOTerm
GO:0016757	transferase activity, transferring glycosyl groups	molecular_function	Catalysis of the transfer of a glycosyl group from one compound (donor) to another (acceptor).	GOSlimTerm
GO:0016758	transferase activity, transferring hexosyl groups	molecular_function	Catalysis of the transfer of a hexosyl group from one compound (donor) to another (acceptor).	GOTerm
GO:0015440	peptide-transporting ATPase activity	molecular_function	Catalysis of the reaction: ATP + H2O + peptide(in) = ADP + phosphate + peptide(out). Peptides exported include alpha-hemolysin, cyclolysin, colicin V and siderophores from Gram-negative bacteria, and bacteriocin, subtilin, competence factor and pediocin from Gram-positive bacteria.	GOTerm
GO:0004791	thioredoxin-disulfide reductase activity	molecular_function	Catalysis of the reaction: NADP(+) + thioredoxin = H(+) + NADPH + thioredoxin disulfide.	GOTerm
GO:0004792	thiosulfate sulfurtransferase activity	molecular_function	Catalysis of the reaction: hydrogen cyanide + thiosulfate = H(+) + sulfite + thiocyanate.	GOTerm
GO:0002133	polycystin complex	cellular_component	A stable heterodimeric complex composed of polycystin-1 and polycystin-2.	GOTerm
GO:0004794	L-threonine ammonia-lyase activity	molecular_function	Catalysis of the reaction: L-threonine = 2-oxobutanoate + NH3.	GOTerm
GO:0002134	UTP binding	molecular_function	Interacting selectively and non-covalently with UTP, uridine 5'-triphosphate.	GOTerm
GO:0004797	thymidine kinase activity	molecular_function	Catalysis of the reaction: ATP + thymidine = ADP + thymidine 5'-phosphate.	GOTerm
GO:0002135	CTP binding	molecular_function	Interacting selectively and non-covalently with CTP, cytidine 5'-triphosphate.	GOTerm
GO:0004796	thromboxane-A synthase activity	molecular_function	Catalysis of the reaction: prostaglandin H(2) = thromboxane A(2).	GOTerm
GO:0002125	maternal aggressive behavior	biological_process	Aggressive behavior of a female to protect her offspring from a threat.	GOTerm
GO:0004788	thiamine diphosphokinase activity	molecular_function	Catalysis of the reaction: ATP + thiamine = AMP + thiamine diphosphate.	GOTerm
GO:0015439	heme-transporting ATPase activity	molecular_function	Catalysis of the reaction: ATP + H2O + heme(in) = ADP + phosphate + heme(out).	GOTerm
GO:0016763	transferase activity, transferring pentosyl groups	molecular_function	Catalysis of the transfer of a pentosyl group from one compound (donor) to another (acceptor).	GOTerm
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	molecular_function	Catalysis of the transfer of an alkyl or aryl (but not methyl) group from one compound (donor) to another (acceptor).	GOTerm
GO:0016746	transferase activity, transferring acyl groups	molecular_function	Catalysis of the transfer of an acyl group from one compound (donor) to another (acceptor).	GOTerm
GO:0015410	manganese-transporting ATPase activity	molecular_function	Catalysis of the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + Mn2+(out) = ADP + phosphate + Mn2+(in).	GOTerm
GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	molecular_function	Catalysis of the transfer of an acyl group, other than amino-acyl, from one compound (donor) to another (acceptor).	GOTerm
GO:0004760	serine-pyruvate transaminase activity	molecular_function	Catalysis of the reaction: L-serine + pyruvate = 3-hydroxypyruvate + L-alanine.	GOTerm
GO:0003430	growth plate cartilage chondrocyte growth	biological_process	The growth of a growth plate cartilage chondrocyte, where growth contributes to the progression of the chondrocyte over time from one condition to another.	GOTerm
GO:0002102	podosome	cellular_component	An actin-rich adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell, contain an F-actin-rich core surrounded by a ring structure containing proteins such as vinculin and talin, and have a diameter of 0.5 mm.	GOTerm
GO:0004757	sepiapterin reductase activity	molecular_function	Catalysis of the reaction: 7,8-dihydrobiopterin + NADP+ = sepiapterin + NADPH + H+.	GOTerm
GO:0004756	selenide, water dikinase activity	molecular_function	Catalysis of the reaction: ATP + H(2)O + hydrogen selenide = AMP + 3 H(+) + phosphate + selenophosphorate.	GOTerm
